분류,이름,주소,전화번호,대표사진주소
"돈까스,우동",소담돈까스 (휴업중),제주특별자치도 제주시 성신로1길 23 2층,064-758-3870,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF0517F6286A34954B430609F963062D9,"
"돈까스,우동",오렌지나무,제주특별자치도 제주시 설촌로10길 25 1층,064-755-0345,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9D14925FB3294246ADFA9DD556E82E11,"
"초밥,롤",메이회전초밥,제주특별자치도 제주시 건주로6길 50 1층,064-702-6060,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F4BE6AA5381494BC69E10C19153FDF424,"
"초밥,롤",쿠오모,제주특별자치도 제주시 애월읍 구엄동1길 7,064-713-7587,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F428C78EA5D5E4288B94D88C230275011,"
"돈까스,우동",무공돈까스 제주이도점,제주특별자치도 제주시 남광북1길 1 제주법조타워 2층 202호,064-758-2340,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F785C553886F24E40BF2F8E0AF0DEDE57,"
"초밥,롤",밭담,제주특별자치도 제주시 구좌읍 행원로5길 35-20 1층,064-783-1376,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F509AE532A5B546DB888FFDA7026AC385,"
"돈까스,우동",리틀오사카,제주특별자치도 제주시 진군남4길 7-5 1층,064-744-8284,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F059A8CBEEFC04D778CB722BE8D75B465,"
참치회,참치대가,제주특별자치도 제주시 연삼로 336,064-723-1555,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F36A3E9698307482DB3616F63C62EB859,,"
"돈까스,우동",타베니,제주특별자치도 제주시 애월읍 납읍리 2340-2,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE5DF904FC928478B9D56B93C2F635516,"
일식,갓포아키 제주도점,제주특별자치도 제주시 노연로 80,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5653EED156C442F181764F9F760A0217,,"
"돈까스,우동",수제돈까스집,제주특별자치도 제주시 한림읍 한림로 655-1 1층,064-796-9977,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA4E4399F59DC4452826960C5CE391569,"
"초밥,롤",스시테이카이센동,제주특별자치도 제주시 연북로 440,064-727-7272,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F01744815823142BD8CE64D14F8DD2D81,"
"초밥,롤",두모리이수사,제주특별자치도 제주시 한경면 두신로 112,064-773-0902,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F30046D6530A2446C8C164D30D9A9678D,"
"돈까스,우동",에버그린돈까스,제주특별자치도 제주시 애월읍 애월로 40,064-799-1434,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F848D9EDB7B984EDCAAA4791B8D8476D9,"
일식,료리야,제주특별자치도 제주시 한림읍 한림해안로 456 1층,064-796-0966,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB1D5DC4E885E4DF7B13710937873F3E4,,"
일식집,신제주그랜드일식,제주특별자치도 제주시 신대로 70,064-712-2324,",,"
"돈까스,우동",도나망,제주특별자치도 제주시 조천읍 일주동로 1208 2층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9BA81908692744FBB6C8A56553FC9F06,"
일식,이자와 제주시청점,제주특별자치도 제주시 중앙로 235 양암빌딩 지하1층,070-7856-4222,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4E47592431F240978262A5DA5E466E4C,,"
"돈까스,우동",이돈갓 시청본점,제주특별자치도 제주시 광양14길 9 3층,064-723-6427,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBA0C0B37420548D59CFD153ED7404A87,"
일식집,맛의고수,제주특별자치도 제주시 애월읍 애월로 29,064-799-2123,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F47FD3680D82047D8BA640FE47F95AA4D,,"
일식,야끼니꾸 호타루,제주특별자치도 제주시 과원북4길 17,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FE599A13651A84F17B99EEE056A646B7F,,"
일식,오오야마,제주특별자치도 제주시 광양13길 6-1 1층,064-721-5567,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDD45AC85786B46A4910665004F6E907B,,"
"돈까스,우동",정대36,제주특별자치도 제주시 신성로 110 2층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F663EEDD44625423D8666DBA0F58515AD,"
일식,고추냉이식당,제주특별자치도 제주시 애월읍 광령5길 8,064-748-4145,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_460764530,,"
"초밥,롤",아다미초밥,제주특별자치도 제주시 신성로13길 25 2층,064-726-6730,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD98AF11474364161B1B5003DFFE30D01,"
일식집,장똘뱅이오마카세,제주특별자치도 제주시 신광로6길 25,064-711-7989,",,"
"돈까스,우동",돈까스튀기는서대리,제주특별자치도 제주시 연동14길 14 1층,064-711-1771,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F0B7E96E3E950412D8EA72A615D6D7675,"
"돈까스,우동",돈까스가게,제주특별자치도 제주시 조천읍 함덕16길 4,064-784-7047,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD91B27094FA34F2ABB0D23BA7468EC10,"
일식집,해상,제주특별자치도 제주시 연삼로 507,064-756-0250,",,"
"초밥,롤",황금손가락 삼화점,제주특별자치도 제주시 건주로4길 14-8,064-758-3388,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA4494085C21B4AA096558290475CA549,"
"초밥,롤",서촌제 스시100,제주특별자치도 제주시 은수길 65,0507-1370-0978,","
일식,숯불덮밥화리,제주특별자치도 제주시 애월읍 유수암평화5길 30,064-799-7990,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F91EDB573001B48538E3F3BC5338E5B80,,"
"초밥,롤",스시마시,제주특별자치도 제주시 성지로 57 1층,064-756-7022,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8BC59903EFAB424B8B2F20F0941A7344,"
"초밥,롤",스시걸,제주특별자치도 제주시 한림읍 한림로 491 3층,064-796-1444,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA45EB71A03B34073B3D34221670D0A10,"
일식,고수참치 오마카세,제주특별자치도 제주시 용화로 49,064-745-1933,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F0B3C0AB9985643338452E98D64D25B0C,,"
"돈까스,우동",삼화수제돈까스,제주특별자치도 제주시 건주로4길 34 105호,064-758-5282,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F523442D1CD0C4B35B0ADBAD13DF25F4F,"
일식,어림향,제주특별자치도 제주시 서사로24길 22,064-727-7999,",,"
참치회,미보삿뽀로참치 제주연동점,제주특별자치도 제주시 연동4길 36,064-803-0772,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA48636D52B4A45F9A11551F3FA2C83B9,,"
"돈까스,우동",월정리유메이우동,제주특별자치도 제주시 구좌읍 월정3길 52,064-783-9877,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F31A63EC810634DF79EE3EFBAAC64FE80,"
참치회,고래힘줄,제주특별자치도 제주시 조천읍 신촌북3길 3 1층,064-782-7913,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_274645488,,"
"초밥,롤",신화정스시 시청점,제주특별자치도 제주시 서광로29길 34-2 베네스트빌 1층 103호,064-900-4297,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3A47838E54234BF9AAF985B1676D4C30,"
일본식라면,라멩하우스,제주특별자치도 제주시 조천읍 북촌7길 7,,",,"
일식,세이슌,제주특별자치도 제주시 노형2길 47-2,064-748-0478,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5EC24BA73CA24F8FB28F891F990640F3,,"
참치회,지중해참치,제주특별자치도 제주시 월랑로 13,064-747-3735,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F1532E70D49C8E0BF84,,"
일식집,올레스시초밥전문점,제주특별자치도 제주시 진군중길 9,064-712-9919,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F579B83F81EA542C9942E713DD7708F02,,"
일식,오로라식품,제주특별자치도 제주시 동광로 12 1층,064-900-2797,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F338F4936395C4247A722FEF23F4BB381,,"
"돈까스,우동",담소락,제주특별자치도 제주시 조천읍 함덕서1길 7-3,064-782-0730,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F56B61BE811E54783BC9169E5BC044069,"
일식,히츠야,제주특별자치도 제주시 구좌읍 월정1길 54-11 1층,064-783-8891,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FDB10C70AB39143A295A3451E23B86FEC,,"
일식,섬고래,제주특별자치도 제주시 한림읍 금능길 65 1층,070-8754-0110,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F332B4DAD457A4DE4842B01EE01660FA7,,"
일식집,김용복참치,제주특별자치도 제주시 과원북4길 9,064-711-1244,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB9B2272FE33E4B6CA03A58357602743A,,"
일식,돛배,제주특별자치도 제주시 국기로3길 9-4,064-722-8885,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE3A804D31D5B4A6EA4B9FF13E27AF0BF,,"
"돈까스,우동",이돈갓 아라점,제주특별자치도 제주시 인다10길 36 2층,064-722-9450,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F83523D3D1FF94C3AA97BB3BDB7E31CED,"
일식집,청어람,제주특별자치도 제주시 가령골2길 23,064-724-6778,",,"
참치회,차차,제주특별자치도 제주시 원노형6길 29,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FF8F344F3DBCE4D7B8153EB541D7F550F,,"
일식,상상 함덕점,제주특별자치도 제주시 조천읍 신북로 487 1층,0507-1397-3622,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F628F41CB31174E5CAB16AE1AE75D5D46,,"
일식,벵삭,제주특별자치도 제주시 구남동2길 14,064-900-1112,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7292379AF6094214A4DF16D0D6BA25DA,,"
참치회,참치정육점 제주지사,제주특별자치도 제주시 연삼로 517,,",,"
"돈까스,우동",긴자료코 제주시점,제주특별자치도 제주시 승천로 89 1층,010-369-4179,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD8883F00BEFB4543A43985B660232463,"
"초밥,롤",신미조리,제주특별자치도 제주시 문송1길 2,064-794-5577,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB20C0DF814C34934972F1F0F61C5D735,"
일식,레드썬셋,제주특별자치도 제주시 구좌읍 구좌해안로 16,,",,"
"돈까스,우동",돈까스가있는풍경,제주특별자치도 제주시 정원로 39-1,064-713-0541,","
일식,평산제면소,제주특별자치도 제주시 한경면 두신로 42,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F34973E1442A0405F8B8D57B6D2B8CB74,,"
"초밥,롤",제주초밥,제주특별자치도 제주시 신형로 19 1층,064-746-2220,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FF2466C90AC2B433D93F2F74AA17E0928,"
일본식라면,라멘맛심,제주특별자치도 제주시 신대로9길 7 1층,064-712-5248,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8B8929E6B1A647D5B132F1167D5441A8,,"
"초밥,롤",아란어가,제주특별자치도 제주시 아란9길 14 1층,064-759-8825,","
일식,핵밥 제주연동점,제주특별자치도 제주시 도령로 103,064-901-0910,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD44604C02E584C77BCE5ED6FFD463D86,,"
일식,마구로하브동,제주특별자치도 제주시 연삼로 422 101호,064-726-5242,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FABD167807C7D4947AEC71C814A0D4754,,"
일본식라면,라멘야누,제주특별자치도 제주시 구남동1길 46 1층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F8984A7E83B924F8B89B708095BA914F2,,"
참치회,후니참치,제주특별자치도 제주시 노연로 39,064-748-8887,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4608FF96403A4B1AB5E5AD22CFA9CB29,,"
일본식라면,마초면탁해안,제주특별자치도 제주시 노형로 89,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF7F0CDA2A6D948E180C1F9B769DDF9A9,,"
"돈까스,우동",금성우동,제주특별자치도 제주시 애월읍 일주서로 5939 1층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F2EBB8A079BEA46C8BDB42FCB12DB0386,"
"돈까스,우동",아일랜드스푼,제주특별자치도 제주시 구남동4길 10-12,,","
일식,무용담,제주특별자치도 제주시 흥운길 91,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB6CA3EC2FDFE4BECBC8652D229ADA72B,,"
"돈까스,우동",코크니셰,제주특별자치도 제주시 서사로11길 16 1층,064-752-0214,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF5B68599B2734E019ACFA0FFF942E2F7,"
"돈까스,우동",이돈갓 노형점,제주특별자치도 제주시 달마루길 10-1 2층,064-712-5563,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F04A8447310D34083A508E9DFCAC45625,"
일식,유코식당,제주특별자치도 제주시 구좌읍 행원로1길 33 2층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1A2635DB7E1E40B79F8A3DC0268E91C4,,"
일본식라면,애봉,제주특별자치도 제주시 애월읍 애월로1길 24-9,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD723F36621FD4EA08E89E32C72CD72F8,,"
일식,윤슬,제주특별자치도 제주시 구좌읍 김녕로17길 30,010-6328-6974,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F629C0723DEA84F068F659C9597329C1C,,"
일식,미미,제주특별자치도 제주시 우정로11길 5 1층,064-745-9222,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F34E3320B97C54BFA8DBDA26B04826221,,"
"돈까스,우동",제주다옴돈까스,제주특별자치도 제주시 애월읍 광성로 86,064-713-8664,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC784719DF92340ABB49CDBB7CE1AF401,"
"돈까스,우동",토닥토닥 제주본점,제주특별자치도 제주시 관덕로15길 7 2층,064-702-9219,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE175C4B79C5B4DA9B99966BDDCEFB199,"
참치회,홈팝참치 제주연동점,제주특별자치도 제주시 성신로1길 23 1층,064-711-3782,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F36D29D2C994F44D2AB30290468CFA6C3,,"
일식집,창작일식요리엔,제주특별자치도 제주시 연화로2길 22,064-747-1678,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F25D06FF8D1784320A21AFE8DC261E8E5,,"
일식집,사또,제주특별자치도 제주시 연동3길 36,064-738-7892,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBE109B37E9E64674A99A4FE949798BB4,,"
"돈까스,우동",맛있는한끼,제주특별자치도 제주시 광양7길 32 1층,064-725-9293,","
일식,요기소바 외도점,제주특별자치도 제주시 우령안1길 29,064-748-0064,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F9EE8C3E8D1984FCC9748FC2BE9A7C264,,"
일식집,연참치,제주특별자치도 제주시 서사로19길 4,064-759-7512,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEB5D7E61BB3441AB996DBB1B04044A8C,,"
일식집,아카렌가,제주특별자치도 제주시 한림읍 한림중앙로 32 2층,064-796-7795,",,"
일식,오키니,제주특별자치도 제주시 연화로2길 8 1층,064-711-2925,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F5E831873651D4B95BCAD1EBC8B8E813A,,"
참치회,솔참치,제주특별자치도 제주시 연동8길 32,064-747-7447,",,"
일식,미시까,제주특별자치도 제주시 조천읍 신북로 537-1 1층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE2DC67571E9147028BDB1653C02ADC70,,"
"돈까스,우동",트리안,제주특별자치도 제주시 용담로 79,070-4202-1642,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4C454CA90A724543BB90A55131AB21D0,"
"돈까스,우동",미미한식탁 제주,제주특별자치도 제주시 국기로 5 1층,070-4114-1111,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F89EF14E9D72948EA8A2365C7AEA4BD30,"
일식,세이슌 칠성로점,제주특별자치도 제주시 관덕로11길 35 2층,064-757-1797,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1E3AC32BD8254845803E0650DD9416AB,,"
"초밥,롤",기꾸스시,제주특별자치도 제주시 중앙로 73,064-727-1999,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FCE5425A2700B4C9AB0D5EFE3AAC1A7CC,"
일본식라면,마초면탁,제주특별자치도 제주시 조천읍 중산간동로 456,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC25775F535C54FB6AA664ADDDF49E509,,"
"돈까스,우동",금화왕돈까스 노형점,제주특별자치도 제주시 연북로 48 2층,064-748-8119,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F011A5FC674664452B7D7816EBD382D78,"
"돈까스,우동",진하우스,제주특별자치도 제주시 조천읍 함와로 566-27 제주스위스마을 108동 1층,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC98AC9387F7D46C4B5A92F29ACF8776D,"
"초밥,롤",하꼬네초밥,제주특별자치도 제주시 신성로10길 5,064-727-1161,","
일식집,대흘리부엌,제주특별자치도 제주시 조천읍 중산간동로 700,064-784-3539,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F65E753C41F1F4434822AB9B710FBBEA0,,"
"돈까스,우동",홍대돈까스,제주특별자치도 제주시 아란5길 18,064-727-0309,","
"돈까스,우동",쑝쑝돈까스 제주월평점,제주특별자치도 제주시 애조로 1864 2층,064-753-7977,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB8C14F078BAF42C5861EF8774AF4CBF7,"
일식집,스시마씸 삼화점,제주특별자치도 제주시 삼봉로 39 1층,064-721-7034,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F116DA203C2B349989B309DE86AB600E5,,"
일식집,해모둠,제주특별자치도 제주시 청귤로3길 53,064-758-6400,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F275EC44654D85FB914,,"
참치회,조은참치 제주본점,제주특별자치도 제주시 고마로 148,064-727-3777,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F16174D1A4C312BF7B3,,"
뷔페,밀라네사,제주특별자치도 제주시 매촌2길 78 1층,064-724-1014,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FBC54C150B0734FE0830E3509D3452E64,,"
한식뷔페,백부장집,제주특별자치도 제주시 한림읍 한림중앙로 64,064-796-6996,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2F48aba413f23d3c9d57fe024445c1e2a43d04e56b,,"
뷔페,칠성뷔페,제주특별자치도 제주시 관덕로11길 17,,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FA4AF1695C1B7462BA134E6DB2D517E86,,"
뷔페,메종글래드 삼다정,제주특별자치도 제주시 노연로 80 1층,064-710-8231,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F66F690DC62F14AEBAD603AC05C7E94BC,,"
고기뷔페,하나니꾸,제주특별자치도 제주시 구남동2길 51,0507-1325-7729,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF1D44072C1A24408B644B61B244677FF,,"
한식뷔페,종달미소,제주특별자치도 제주시 구좌읍 종달로 60-15,064-782-1525,"//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FD22F3061724E4ECB97D5CCD2F2626222,,"
